no_id,gen_id,vial_id,genvial_id,diet_group,lineage,F2_diet,F1_diet,F0_diet,sex,mass_mg,dev_L1-LP,dev_LP-A,dev_L1-A,ovar_no,wing_length
392,F0,1,F0-1,P,P,poor,,,f,0.8,7.5,4,11.5,,1.431
518,F0,6,F0-6,P,P,poor,,,f,0.9,7.5,4,11.5,,1.477
393,F0,1,F0-1,P,P,poor,,,f,0.9,7.5,4,11.5,,1.514
646,F0,8,F0-8,P,P,poor,,,f,0.9,9.5,4,13.5,,1.531
512,F0,4,F0-4,P,P,poor,,,f,1.5,7.5,4,11.5,25,1.535
513,F0,4,F0-4,P,P,poor,,,f,0.9,7.5,4,11.5,,1.575
521,F0,7,F0-7,P,P,poor,,,f,1.1,7.5,4,11.5,,1.578
411,F0,5,F0-5,P,P,poor,,,f,1,6.5,4,10.5,,1.618
536,F0,10,F0-10,P,P,poor,,,f,0.9,6.5,4,10.5,14,1.638
570,F0,10,F0-10,P,P,poor,,,f,0.8,7.5,3,10.5,,1.64
610,F0,10,F0-10,P,P,poor,,,f,0.6,8.5,4,12.5,20,1.649
489,F0,11,F0-11,S,S,std,,,f,1.4,5.5,4,9.5,36,1.67
516,F0,5,F0-5,P,P,poor,,,f,0.9,7.5,4,11.5,,1.679
339,F0,2,F0-2,P,P,poor,,,f,1,6.5,5,11.5,,1.684
545,F0,8,F0-8,P,P,poor,,,f,1.2,6.5,4,10.5,19,1.689
633,F0,11,F0-11,P,P,poor,,,f,1.3,7.5,4,11.5,,1.691
455,F0,5,F0-5,P,P,poor,,,f,1,6.5,4,10.5,20,1.696
565,F0,9,F0-9,P,P,poor,,,f,1.5,7.5,4,11.5,,1.705
402,F0,3,F0-3,P,P,poor,,,f,0.9,7.5,4,11.5,,1.707
631,F0,5,F0-5,S,S,std,,,f,1.4,9.5,5,14.5,,1.715
537,F0,10,F0-10,P,P,poor,,,f,0.9,6.5,4,10.5,,1.719
412,F0,5,F0-5,P,P,poor,,,f,1,6.5,4,10.5,,1.722
609,F0,9,F0-9,P,P,poor,,,f,0.9,8.5,4,12.5,,1.727
617,F0,12,F0-12,P,P,poor,,,f,1.2,7.5,4,11.5,,1.744
650,F0,12,F0-12,P,P,poor,,,f,0.9,8.5,4,12.5,,1.747
613,F0,11,F0-11,P,P,poor,,,f,1.1,7.5,4,11.5,,1.748
520,F0,7,F0-7,P,P,poor,,,f,1.1,7.5,4,11.5,,1.751
560,F0,7,F0-7,P,P,poor,,,f,1.2,8.5,4,12.5,14,1.755
272,F0,1,F0-1,P,P,poor,,,f,1.1,6.5,4,10.5,,1.755
550,F0,10,F0-10,P,P,poor,,,f,1.6,6.5,4,10.5,,1.758
626,F0,14,F0-14,P,P,poor,,,f,1,7.5,3,10.5,,1.772
627,F0,14,F0-14,P,P,poor,,,f,1,7.5,3,10.5,,1.776
410,F0,5,F0-5,P,P,poor,,,f,1.1,6.5,4,10.5,29,1.778
655,F0,13,F0-13,P,P,poor,,,f,1.6,8.5,4,12.5,,1.778
602,F0,13,F0-13,P,P,poor,,,f,1.4,6.5,4,10.5,,1.779
634,F0,11,F0-11,P,P,poor,,,f,1.5,7.5,4,11.5,,1.782
644,F0,7,F0-7,P,P,poor,,,f,1,10.5,4,14.5,,1.784
657,F0,12,F0-12,P,P,poor,,,f,1.4,8.5,4,12.5,23,1.786
472,F0,11,F0-11,S,S,std,,,f,1.4,5.5,3,8.5,36,1.795
452,F0,4,F0-4,P,P,poor,,,f,1.3,6.5,4,10.5,24,1.796
271,F0,1,F0-1,P,P,poor,,,f,1.2,6.5,5,11.5,,1.799
406,F0,4,F0-4,P,P,poor,,,f,1,6.5,4,10.5,,1.806
543,F0,7,F0-7,P,P,poor,,,f,1.3,7.5,4,11.5,,1.807
658,F0,12,F0-12,P,P,poor,,,f,1.6,8.5,4,12.5,,1.807
531,F0,9,F0-9,P,P,poor,,,f,1.1,6.5,4,10.5,21,1.808
525,F0,8,F0-8,P,P,poor,,,f,1.3,6.5,4,10.5,,1.809
554,F0,11,F0-11,R,R,rich,,,f,1.2,7.5,4,11.5,,1.81
532,F0,9,F0-9,P,P,poor,,,f,1.2,6.5,4,10.5,26,1.812
509,F0,3,F0-3,P,P,poor,,,f,0.9,8.5,4,12.5,,1.812
596,F0,11,F0-11,P,P,poor,,,f,1.4,6.5,4,10.5,,1.814
337,F0,1,F0-1,P,P,poor,,,f,1.1,6.5,4,10.5,,1.824
566,F0,9,F0-9,P,P,poor,,,f,1.1,7.5,3,10.5,25,1.83
597,F0,11,F0-11,P,P,poor,,,f,1.5,6.5,4,10.5,27,1.831
556,F0,2,F0-2,P,P,poor,,,f,1.1,9.5,4,13.5,24,1.836
584,F0,14,F0-14,P,P,poor,,,f,1.1,6.5,4,10.5,,1.838
409,F0,5,F0-5,P,P,poor,,,f,1.2,6.5,4,10.5,31,1.84
125,F0,2,F0-2,P,P,poor,,,f,1.5,5.5,4,9.5,,1.841
612,F0,11,F0-11,P,P,poor,,,f,1.2,7.5,4,11.5,,1.841
465,F0,10,F0-10,P,P,poor,,,f,1.3,5.5,4,9.5,17,1.843
279,F0,3,F0-3,P,P,poor,,,f,1.1,6.5,4,10.5,,1.844
651,F0,12,F0-12,P,P,poor,,,f,1.2,8.5,4,12.5,,1.845
524,F0,8,F0-8,P,P,poor,,,f,1.2,6.5,4,10.5,,1.853
558,F0,5,F0-5,P,P,poor,,,f,1.2,8.5,4,12.5,,1.853
616,F0,12,F0-12,P,P,poor,,,f,1.8,7.5,4,11.5,,1.853
427,F0,10,F0-10,P,P,poor,,,f,1.3,5.5,4,9.5,33,1.854
656,F0,13,F0-13,P,P,poor,,,f,1.3,8.5,3,11.5,24,1.857
128,F0,3,F0-3,P,P,poor,,,f,1.4,5.5,4,9.5,28,1.859
401,F0,3,F0-3,P,P,poor,,,f,1.3,7.5,4,11.5,25,1.862
622,F0,13,F0-13,P,P,poor,,,f,1,7.5,4,11.5,22,1.863
573,F0,11,F0-11,P,P,poor,,,f,1.3,6.5,4,10.5,,1.863
636,F0,12,F0-12,P,P,poor,,,f,1.7,7.5,4,11.5,25,1.867
517,F0,5,F0-5,P,P,poor,,,f,1,7.5,4,11.5,,1.872
283,F0,4,F0-4,P,P,poor,,,f,1.4,5.5,5,10.5,27,1.875
342,F0,3,F0-3,P,P,poor,,,f,1.2,6.5,5,11.5,28,1.875
564,F0,9,F0-9,P,P,poor,,,f,1.4,7.5,4,11.5,26,1.876
269,F0,1,F0-1,P,P,poor,,,f,1.4,6.5,4,10.5,,1.878
422,F0,7,F0-7,P,P,poor,,,f,1.3,6.5,4,10.5,30,1.88
628,F0,14,F0-14,P,P,poor,,,f,1,7.5,4,11.5,,1.88
405,F0,4,F0-4,P,P,poor,,,f,1.2,6.5,4,10.5,30,1.886
638,F0,13,F0-13,P,P,poor,,,f,1.7,7.5,4,11.5,,1.888
270,F0,1,F0-1,P,P,poor,,,f,1.3,6.5,4,10.5,,1.89
648,F0,10,F0-10,P,P,poor,,,f,1.4,9.5,4,13.5,,1.89
343,F0,4,F0-4,P,P,poor,,,f,1.3,5.5,4,9.5,,1.892
562,F0,8,F0-8,P,P,poor,,,f,1.2,7.5,4,11.5,,1.892
397,F0,2,F0-2,P,P,poor,,,f,1.3,7.5,4,11.5,,1.895
623,F0,13,F0-13,P,P,poor,,,f,1.1,7.5,3,10.5,17,1.899
424,F0,8,F0-8,P,P,poor,,,f,1.4,5.5,4,9.5,,1.899
553,F0,14,F0-14,P,P,poor,,,f,1.7,5.5,4,9.5,18,1.901
620,F0,13,F0-13,P,P,poor,,,f,1.2,7.5,4,11.5,,1.902
396,F0,2,F0-2,P,P,poor,,,f,1.4,7.5,4,11.5,,1.905
643,F0,6,F0-6,P,P,poor,,,f,1.2,10.5,4,14.5,,1.907
548,F0,9,F0-9,P,P,poor,,,f,1.5,6.5,4,10.5,25,1.908
210,F0,3,F0-3,P,P,poor,,,f,1.2,5.5,4,9.5,30,1.908
345,F0,5,F0-5,P,P,poor,,,f,1.5,5.5,4,9.5,30,1.911
232,F0,2,F0-2,S,S,std,,,f,1.5,6.5,4,10.5,30,1.913
107,F0,3,F0-3,S,S,std,,,f,1.6,5.5,4,9.5,,1.913
582,F0,14,F0-14,P,P,poor,,,f,1.3,6.5,4,10.5,,1.914
549,F0,9,F0-9,P,P,poor,,,f,1.5,6.5,4,10.5,,1.915
499,F0,13,F0-13,S,S,std,,,f,1.7,5.5,4,9.5,,1.921
621,F0,13,F0-13,P,P,poor,,,f,1,7.5,4,11.5,,1.923
260,F0,7,F0-7,S,S,std,,,f,1.6,5.5,4,9.5,,1.923
498,F0,13,F0-13,S,S,std,,,f,1.4,5.5,4,9.5,,1.923
319,F0,7,F0-7,S,S,std,,,f,1.6,5.5,5,10.5,30,1.93
486,F0,12,F0-12,S,S,std,,,f,1.5,5.5,3,8.5,,1.931
143,F0,8,F0-8,R,R,rich,,,f,1.4,3.5,4,7.5,34,1.933
583,F0,14,F0-14,P,P,poor,,,f,1.4,6.5,4,10.5,,1.934
383,F0,10,F0-10,S,S,std,,,f,1.8,5.5,4,9.5,38,1.935
415,F0,6,F0-6,P,P,poor,,,f,1.5,6.5,4,10.5,35,1.937
209,F0,3,F0-3,P,P,poor,,,f,1.3,5.5,4,9.5,26,1.938
316,F0,6,F0-6,S,S,std,,,f,1.4,5.5,4,9.5,30,1.939
233,F0,3,F0-3,S,S,std,,,f,1.6,6.5,4,10.5,33,1.94
629,F0,14,F0-14,P,P,poor,,,f,1.2,7.5,4,11.5,,1.94
186,F0,3,F0-3,S,S,std,,,f,1.6,5.5,4,9.5,41,1.941
212,F0,8,F0-8,R,R,rich,,,f,1.4,4.5,4,8.5,,1.942
496,F0,13,F0-13,S,S,std,,,f,1.9,5.5,4,9.5,,1.943
190,F0,4,F0-4,S,S,std,,,f,1.1,4.5,4,8.5,32,1.944
315,F0,6,F0-6,S,S,std,,,f,1.4,5.5,4,9.5,33,1.945
112,F0,3,F0-3,S,S,std,,,f,1.5,5.5,4,9.5,,1.948
382,F0,10,F0-10,S,S,std,,,f,1.9,5.5,4,9.5,30,1.949
95,F0,2,F0-2,S,S,std,,,f,1.5,5.5,4,9.5,,1.95
480,F0,12,F0-12,S,S,std,,,f,1.7,5.5,4,9.5,,1.955
487,F0,12,F0-12,S,S,std,,,f,1.6,5.5,4,9.5,32,1.956
242,F0,5,F0-5,S,S,std,,,f,1.3,5.5,4,9.5,36,1.956
288,F0,7,F0-7,R,R,rich,,,f,1.8,5.5,4,9.5,37,1.956
348,F0,12,F0-12,R,R,rich,,,f,1.8,4.5,4,8.5,33,1.957
245,F0,5,F0-5,S,S,std,,,f,1.4,5.5,4,9.5,38,1.957
111,F0,3,F0-3,S,S,std,,,f,1.6,5.5,4,9.5,,1.959
184,F0,2,F0-2,S,S,std,,,f,1.3,5.5,4,9.5,36,1.96
601,F0,13,F0-13,P,P,poor,,,f,1.5,6.5,4,10.5,25,1.962
484,F0,12,F0-12,S,S,std,,,f,1.7,5.5,4,9.5,,1.962
595,F0,11,F0-11,P,P,poor,,,f,1.7,6.5,4,10.5,,1.964
481,F0,12,F0-12,S,S,std,,,f,1.6,5.5,3,8.5,,1.964
374,F0,9,F0-9,S,S,std,,,f,1.6,5.5,4,9.5,38,1.965
131,F0,4,F0-4,R,R,rich,,,f,1.7,4.5,4,8.5,44,1.965
542,F0,13,F0-13,S,S,std,,,f,1.8,5.5,4,9.5,,1.969
555,F0,1,F0-1,P,P,poor,,,f,1.2,9.5,4,13.5,22,1.972
307,F0,14,F0-14,R,R,rich,,,f,1.8,3.5,4,7.5,36,1.972
360,F0,8,F0-8,S,S,std,,,f,1.5,5.5,4,9.5,36,1.972
86,F0,1,F0-1,S,S,std,,,f,1.4,5.5,4,9.5,28,1.974
9,F0,1,F0-1,R,R,rich,,,f,1.3,4.5,3,7.5,37,1.974
4,F0,1,F0-1,R,R,rich,,,f,1.4,4.5,3,7.5,38,1.974
130,F0,3,F0-3,R,R,rich,,,f,1.7,5.5,4,9.5,40,1.975
246,F0,5,F0-5,S,S,std,,,f,1.5,5.5,5,10.5,37,1.976
145,F0,8,F0-8,R,R,rich,,,f,1.3,3.5,4,7.5,24,1.977
45,F0,4,F0-4,R,R,rich,,,f,1.3,4.5,4,8.5,35,1.977
160,F0,10,F0-10,R,R,rich,,,f,2.5,3.5,5,8.5,37,1.978
384,F0,10,F0-10,S,S,std,,,f,1.7,5.5,4,9.5,,1.978
252,F0,6,F0-6,S,S,std,,,f,1.6,5.5,4,9.5,37,1.98
375,F0,9,F0-9,S,S,std,,,f,1.7,5.5,4,9.5,,1.98
373,F0,9,F0-9,S,S,std,,,f,1.7,5.5,4,9.5,34,1.981
263,F0,7,F0-7,S,S,std,,,f,1.8,5.5,4,9.5,,1.981
468,F0,11,F0-11,S,S,std,,,f,1.6,5.5,3,8.5,36,1.982
185,F0,2,F0-2,S,S,std,,,f,1.2,5.5,4,9.5,,1.982
485,F0,12,F0-12,S,S,std,,,f,1.6,5.5,4,9.5,42,1.983
386,F0,10,F0-10,S,S,std,,,f,1.9,5.5,4,9.5,,1.985
238,F0,4,F0-4,S,S,std,,,f,1.4,5.5,4,9.5,30,1.986
471,F0,11,F0-11,S,S,std,,,f,1.6,5.5,3,8.5,37,1.986
275,F0,2,F0-2,P,P,poor,,,f,1.4,6.5,4,10.5,,1.988
152,F0,9,F0-9,R,R,rich,,,f,1.6,3.5,4,7.5,34,1.989
362,F0,8,F0-8,S,S,std,,,f,2,5.5,4,9.5,36,1.989
65,F0,6,F0-6,R,R,rich,,,f,1.7,4.5,4,8.5,37,1.989
376,F0,9,F0-9,S,S,std,,,f,1.5,5.5,4,9.5,38,1.989
497,F0,13,F0-13,S,S,std,,,f,1.8,5.5,3,8.5,,1.991
99,F0,2,F0-2,S,S,std,,,f,1.5,5.5,4,9.5,36,1.992
30,F0,5,F0-5,R,R,rich,,,f,2,3.5,5,8.5,43,1.993
89,F0,1,F0-1,S,S,std,,,f,1.5,5.5,4,9.5,36,1.994
370,F0,9,F0-9,S,S,std,,,f,1.7,5.5,4,9.5,30,1.995
193,F0,4,F0-4,S,S,std,,,f,1.4,4.5,4,8.5,31,1.996
119,F0,4,F0-4,S,S,std,,,f,1.6,4.5,4,8.5,,1.996
59,F0,5,F0-5,R,R,rich,,,f,2.1,4.5,4,8.5,34,1.997
191,F0,4,F0-4,S,S,std,,,f,1,4.5,4,8.5,,1.997
215,F0,9,F0-9,R,R,rich,,,f,1.7,4.5,4,8.5,40,1.998
138,F0,6,F0-6,R,R,rich,,,f,1.3,4.5,4,8.5,41,1.998
361,F0,8,F0-8,S,S,std,,,f,1.7,5.5,4,9.5,,1.998
385,F0,10,F0-10,S,S,std,,,f,1.9,5.5,4,9.5,,1.998
85,F0,1,F0-1,S,S,std,,,f,1.6,5.5,4,9.5,,2
439,F0,12,F0-12,S,S,std,,,f,1.8,4.5,4,8.5,38,2.001
36,F0,7,F0-7,R,R,rich,,,f,1.9,3.5,5,8.5,44,2.001
137,F0,6,F0-6,R,R,rich,,,f,1.4,4.5,5,9.5,35,2.002
162,F0,10,F0-10,R,R,rich,,,f,1.9,3.5,4,7.5,38,2.002
21,F0,3,F0-3,R,R,rich,,,f,1.7,4.5,4,8.5,37,2.003
363,F0,8,F0-8,S,S,std,,,f,1.9,5.5,4,9.5,,2.003
365,F0,8,F0-8,S,S,std,,,f,1.5,5.5,4,9.5,37,2.004
323,F0,8,F0-8,S,S,std,,,f,1.7,4.5,4,8.5,44,2.004
335,F0,10,F0-10,S,S,std,,,f,1.7,4.5,4,8.5,,2.004
151,F0,9,F0-9,R,R,rich,,,f,2.2,3.5,5,8.5,28,2.005
87,F0,1,F0-1,S,S,std,,,f,1.6,5.5,4,9.5,30,2.005
253,F0,6,F0-6,S,S,std,,,f,1.6,5.5,4,9.5,33,2.005
470,F0,11,F0-11,S,S,std,,,f,1.7,5.5,4,9.5,,2.005
165,F0,10,F0-10,R,R,rich,,,f,1.7,3.5,5,8.5,40,2.006
469,F0,11,F0-11,S,S,std,,,f,1.5,5.5,3,8.5,42,2.006
204,F0,6,F0-6,S,S,std,,,f,1.6,4.5,4,8.5,36,2.009
173,F0,11,F0-11,R,R,rich,,,f,1.7,3.5,5,8.5,,2.009
83,F0,1,F0-1,S,S,std,,,f,1.5,5.5,4,9.5,33,2.011
163,F0,10,F0-10,R,R,rich,,,f,1.8,3.5,4,7.5,35,2.012
372,F0,9,F0-9,S,S,std,,,f,1.7,5.5,4,9.5,40,2.012
320,F0,7,F0-7,S,S,std,,,f,1.8,5.5,4,9.5,39,2.013
161,F0,10,F0-10,R,R,rich,,,f,1.9,3.5,4,7.5,41,2.014
7,F0,1,F0-1,R,R,rich,,,f,1.6,4.5,4,8.5,34,2.015
144,F0,8,F0-8,R,R,rich,,,f,1.3,3.5,4,7.5,34,2.015
96,F0,2,F0-2,S,S,std,,,f,1.5,5.5,4,9.5,32,2.016
68,F0,6,F0-6,R,R,rich,,,f,1.9,4.5,4,8.5,38,2.017
291,F0,12,F0-12,R,R,rich,,,f,1.5,3.5,4,7.5,40,2.017
334,F0,10,F0-10,S,S,std,,,f,1.7,4.5,4,8.5,40,2.017
206,F0,7,F0-7,S,S,std,,,f,1.6,4.5,4,8.5,,2.017
436,F0,11,F0-11,S,S,std,,,f,1.8,4.5,4,8.5,,2.017
153,F0,9,F0-9,R,R,rich,,,f,1.8,3.5,5,8.5,28,2.019
483,F0,12,F0-12,S,S,std,,,f,1.6,5.5,3,8.5,39,2.019
231,F0,2,F0-2,S,S,std,,,f,1.5,6.5,4,10.5,35,2.02
354,F0,13,F0-13,R,R,rich,,,f,1.7,4.5,4,8.5,38,2.02
364,F0,8,F0-8,S,S,std,,,f,1.6,5.5,4,9.5,,2.02
216,F0,9,F0-9,R,R,rich,,,f,1.8,4.5,4,8.5,40,2.021
482,F0,12,F0-12,S,S,std,,,f,1.6,5.5,4,9.5,,2.021
27,F0,4,F0-4,R,R,rich,,,f,2,3.5,5,8.5,42,2.022
305,F0,14,F0-14,R,R,rich,,,f,1.8,3.5,4,7.5,35,2.023
46,F0,4,F0-4,R,R,rich,,,f,1.7,4.5,4,8.5,39,2.023
488,F0,12,F0-12,S,S,std,,,f,1.6,5.5,4,9.5,,2.023
66,F0,6,F0-6,R,R,rich,,,f,1.7,4.5,4,8.5,41,2.024
8,F0,1,F0-1,R,R,rich,,,f,1.5,4.5,3,7.5,42,2.024
164,F0,10,F0-10,R,R,rich,,,f,1.8,3.5,5,8.5,24,2.025
47,F0,4,F0-4,R,R,rich,,,f,1.4,4.5,4,8.5,40,2.025
467,F0,11,F0-11,S,S,std,,,f,1.5,5.5,3,8.5,33,2.026
300,F0,13,F0-13,R,R,rich,,,f,1.6,3.5,5,8.5,,2.027
181,F0,1,F0-1,S,S,std,,,f,1.6,5.5,4,9.5,,2.027
324,F0,8,F0-8,S,S,std,,,f,1.6,4.5,4,8.5,35,2.028
58,F0,5,F0-5,R,R,rich,,,f,2.1,4.5,4,8.5,39,2.028
34,F0,7,F0-7,R,R,rich,,,f,1.7,3.5,5,8.5,,2.028
172,F0,11,F0-11,R,R,rich,,,f,1.9,3.5,5,8.5,32,2.029
98,F0,2,F0-2,S,S,std,,,f,1.5,5.5,4,9.5,38,2.029
495,F0,13,F0-13,S,S,std,,,f,1.6,5.5,4,9.5,26,2.03
6,F0,1,F0-1,R,R,rich,,,f,1.5,4.5,3,7.5,42,2.03
192,F0,4,F0-4,S,S,std,,,f,1.1,4.5,4,8.5,35,2.031
32,F0,6,F0-6,R,R,rich,,,f,1.6,3.5,5,8.5,43,2.031
237,F0,4,F0-4,S,S,std,,,f,1.5,5.5,4,9.5,,2.031
440,F0,12,F0-12,S,S,std,,,f,2,4.5,4,8.5,,2.031
387,F0,10,F0-10,S,S,std,,,f,1.8,5.5,4,9.5,37,2.032
110,F0,3,F0-3,S,S,std,,,f,1.6,5.5,4,9.5,40,2.032
97,F0,2,F0-2,S,S,std,,,f,1.7,5.5,4,9.5,34,2.033
262,F0,7,F0-7,S,S,std,,,f,1.6,5.5,4,9.5,34,2.033
189,F0,4,F0-4,S,S,std,,,f,1.3,4.5,4,8.5,40,2.034
226,F0,11,F0-11,R,R,rich,,,f,1.7,4.5,4,8.5,,2.034
297,F0,13,F0-13,R,R,rich,,,f,1.8,3.5,4,7.5,45,2.035
541,F0,13,F0-13,S,S,std,,,f,2,5.5,4,9.5,20,2.036
35,F0,7,F0-7,R,R,rich,,,f,1.7,3.5,5,8.5,,2.036
519,F0,7,F0-7,P,P,poor,,,f,1.1,7.5,4,11.5,25,2.037
169,F0,11,F0-11,R,R,rich,,,f,1.6,3.5,5,8.5,36,2.037
430,F0,9,F0-9,S,S,std,,,f,1.6,5.5,4,9.5,38,2.037
108,F0,3,F0-3,S,S,std,,,f,1.6,5.5,4,9.5,40,2.037
299,F0,13,F0-13,R,R,rich,,,f,1.7,3.5,4,7.5,38,2.038
225,F0,11,F0-11,R,R,rich,,,f,1.7,4.5,4,8.5,36,2.04
154,F0,9,F0-9,R,R,rich,,,f,1.7,3.5,5,8.5,36,2.041
17,F0,3,F0-3,R,R,rich,,,f,1.8,4.5,3,7.5,40,2.041
330,F0,9,F0-9,S,S,std,,,f,1.6,4.5,4,8.5,42,2.041
222,F0,10,F0-10,R,R,rich,,,f,1.7,4.5,4,8.5,32,2.044
298,F0,13,F0-13,R,R,rich,,,f,1.7,3.5,4,7.5,39,2.045
261,F0,7,F0-7,S,S,std,,,f,1.6,5.5,4,9.5,41,2.045
171,F0,11,F0-11,R,R,rich,,,f,2,3.5,5,8.5,42,2.045
194,F0,4,F0-4,S,S,std,,,f,1.3,4.5,4,8.5,34,2.047
201,F0,5,F0-5,S,S,std,,,f,2,4.5,4,8.5,37,2.048
244,F0,5,F0-5,S,S,std,,,f,1.5,5.5,4,9.5,40,2.05
84,F0,1,F0-1,S,S,std,,,f,1.5,5.5,4,9.5,29,2.051
182,F0,1,F0-1,S,S,std,,,f,1.6,5.5,4,9.5,,2.051
466,F0,11,F0-11,S,S,std,,,f,1.6,5.5,3,8.5,,2.052
5,F0,1,F0-1,R,R,rich,,,f,1.4,4.5,3,7.5,41,2.053
220,F0,10,F0-10,R,R,rich,,,f,1.9,4.5,4,8.5,42,2.055
142,F0,8,F0-8,R,R,rich,,,f,1.4,3.5,4,7.5,36,2.058
140,F0,8,F0-8,R,R,rich,,,f,1.5,3.5,4,7.5,40,2.058
67,F0,6,F0-6,R,R,rich,,,f,1.8,4.5,4,8.5,43,2.058
371,F0,9,F0-9,S,S,std,,,f,1.7,5.5,4,9.5,38,2.06
355,F0,13,F0-13,R,R,rich,,,f,1.8,4.5,4,8.5,,2.06
77,F0,7,F0-7,R,R,rich,,,f,1.9,4.5,4,8.5,35,2.065
18,F0,3,F0-3,R,R,rich,,,f,1.7,4.5,4,8.5,35,2.066
325,F0,8,F0-8,S,S,std,,,f,1.7,4.5,4,8.5,37,2.066
310,F0,14,F0-14,R,R,rich,,,f,1.5,3.5,5,8.5,,2.067
159,F0,10,F0-10,R,R,rich,,,f,1.6,3.5,4,7.5,,2.07
251,F0,6,F0-6,S,S,std,,,f,1.8,5.5,4,9.5,35,2.072
48,F0,4,F0-4,R,R,rich,,,f,1.6,4.5,4,8.5,38,2.073
141,F0,8,F0-8,R,R,rich,,,f,1.5,3.5,4,7.5,37,2.074
329,F0,9,F0-9,S,S,std,,,f,1.8,4.5,4,8.5,40,2.074
200,F0,5,F0-5,S,S,std,,,f,1.9,4.5,4,8.5,32,2.078
170,F0,11,F0-11,R,R,rich,,,f,1.9,3.5,4,7.5,40,2.08
150,F0,9,F0-9,R,R,rich,,,f,1.9,3.5,5,8.5,41,2.082
20,F0,3,F0-3,R,R,rich,,,f,1.8,4.5,3,7.5,36,2.087
57,F0,5,F0-5,R,R,rich,,,f,2.3,4.5,4,8.5,41,2.088
75,F0,7,F0-7,R,R,rich,,,f,1.8,4.5,4,8.5,36,2.093
243,F0,5,F0-5,S,S,std,,,f,1.6,5.5,4,9.5,39,2.094
308,F0,14,F0-14,R,R,rich,,,f,1.8,3.5,4,7.5,43,2.106
26,F0,4,F0-4,R,R,rich,,,f,2.2,3.5,5,8.5,,2.107
349,F0,12,F0-12,R,R,rich,,,f,1.7,4.5,4,8.5,46,2.108
603,F0,13,F0-13,P,P,poor,,,f,1.5,6.5,4,10.5,28,
285,F0,6,F0-6,P,P,poor,,,f,1.1,5.5,4,9.5,32,
2,F0,1,F0-1,R,R,rich,,,f,1.3,4.5,3,7.5,34,
3,F0,1,F0-1,R,R,rich,,,f,1.5,4.5,4,8.5,36,
88,F0,1,F0-1,S,S,std,,,f,1.5,5.5,4,9.5,38,
1,F0,1,F0-1,R,R,rich,,,f,1.5,4.5,3,7.5,39,
29,F0,5,F0-5,R,R,rich,,,f,2.4,3.5,5,8.5,40,
122,F0,1,F0-1,P,P,poor,,,f,1.4,5.5,4,9.5,,
526,F0,8,F0-8,P,P,poor,,,f,1.1,6.5,4,10.5,,
652,F0,12,F0-12,P,P,poor,,,f,1.4,8.5,4,12.5,,
19,F0,3,F0-3,R,R,rich,,,f,1.5,4.5,3,7.5,,
56,F0,5,F0-5,R,R,rich,,,f,1.8,4.5,4,8.5,,
69,F0,6,F0-6,R,R,rich,,,f,2.1,4.5,4,8.5,,
78,F0,7,F0-7,R,R,rich,,,f,2.1,4.5,4,8.5,,
113,F0,3,F0-3,S,S,std,,,f,1.7,5.5,4,9.5,,
120,F0,4,F0-4,S,S,std,,,f,1.3,4.5,4,8.5,,
1300,F1,8,F1-8,PP,P,poor,poor,,f,0.9,8.5,4,12.5,,1.652
1129,F1,7,F1-7,RP,R,poor,rich,,f,0.8,9.5,4,13.5,,1.659
1130,F1,7,F1-7,RP,R,poor,rich,,f,0.9,9.5,4,13.5,,1.66
1285,F1,4,F1-4,PP,P,poor,poor,,f,1,8.5,4,12.5,23,1.672
854,F1,2,F1-2,RP,R,poor,rich,,f,0.6,5.5,5,10.5,,1.681
1131,F1,8,F1-8,RP,R,poor,rich,,f,1.1,8.5,4,12.5,,1.7
1091,F1,6,F1-6,RP,R,poor,rich,,f,1.1,7.5,5,12.5,23,1.709
1295,F1,8,F1-8,PP,P,poor,poor,,f,1.1,7.5,4,11.5,,1.711
1301,F1,8,F1-8,PP,P,poor,poor,,f,0.8,8.5,4,12.5,,1.712
855,F1,2,F1-2,RP,R,poor,rich,,f,0.6,5.5,5,10.5,28,1.716
928,F1,2,F1-2,RP,R,poor,rich,,f,1,6.5,4,10.5,,1.716
1291,F1,10,F1-10,PP,P,poor,poor,,f,0.8,7.5,4,11.5,,1.723
1282,F1,3,F1-3,PP,P,poor,poor,,f,1,8.5,4,12.5,26,1.743
1132,F1,8,F1-8,RP,R,poor,rich,,f,0.9,8.5,4,12.5,,1.755
1082,F1,7,F1-7,RP,R,poor,rich,,f,1.1,7.5,4,11.5,,1.756
1112,F1,8,F1-8,RP,R,poor,rich,,f,0.8,7.5,4,11.5,,1.765
1292,F1,1,F1-1,PP,P,poor,poor,,f,1.2,11.5,4,15.5,,1.769
1254,F1,4,F1-4,PP,P,poor,poor,,f,0.7,6.5,5,11.5,,1.77
1104,F1,7,F1-7,PR,P,rich,poor,,f,0.7,8.5,4,12.5,,1.771
1097,F1,3,F1-3,PR,P,rich,poor,,f,0.8,9.5,4,13.5,,1.774
1103,F1,7,F1-7,PR,P,rich,poor,,f,0.7,8.5,4,12.5,,1.774
1177,F1,8,F1-8,RP,R,poor,rich,,f,0.9,9.5,4,13.5,,1.787
1207,F1,1,F1-1,PP,P,poor,poor,,f,1.2,8.5,4,12.5,,1.792
1229,F1,1,F1-1,PP,P,poor,poor,,f,1.4,9.5,4,13.5,,1.793
